# Словарь ChatTranslator. Данные: OpenRussian.org (https://en.openrussian.org),
# https://github.com/Badestrand/russian-dictionary — лицензия CC BY-SA 4.0
# (https://creativecommons.org/licenses/by-sa/4.0/). Изменения: отобраны частые
# слова (по wordfreq), оставлен один перевод, убраны ударения и неоднозначные
# формы, для игровых слов выбрано игровое значение. Этот файл распространяется
# на тех же условиях CC BY-SA 4.0. Собран скриптом tools/build_dictionary.py.
(абсолютною)	absolute
цепочками	chains
цепочках	chains
цепочке	chain
цепочки	chain
цепочкой	chain
цепочкою	chain
цепочку	chain
цепь	chain
цепью	chain
цепям	chains
цепями	chains
цепях	chains
церемонией	ceremony
церемониею	ceremony
церемонии	ceremony
церемоний	ceremonies
церемонию	ceremony
церемония	ceremony
церемониям	ceremonies
церемониями	ceremonies
церемониях	ceremonies
церквам	churches
церквами	churches
церквах	churches
церквей	churches
церкви	church
церквям	churches
церквями	churches
церковь	church
церковью	church
цех	guild
цеха	guild
цехам	guilds
цехами	guilds
цехах	guilds
цехе	guild
цехов	guilds
цехом	guild
цеху	guild
цивилизацией	civilization
цивилизациею	civilization
цивилизации	civilization
цивилизаций	civilizations
цивилизацию	civilization
цивилизация	civilization
цивилизациям	civilizations
цивилизациями	civilizations
цивилизациях	civilizations
цивилизован	civilized
цивилизованна	civilized
цивилизованная	civilized
цивилизованно	civilized
цивилизованного	civilized
цивилизованное	civilized
цивилизованной	civilized
цивилизованном	civilized
цивилизованному	civilized
цивилизованною	civilized
цивилизованную	civilized
цивилизованны	civilized
цивилизованные	civilized
цивилизованный	civilized
цивилизованным	civilized
цивилизованными	civilized
цивилизованных	civilized
цикл	cycle
цикла	cycle
циклам	cycles
циклами	cycles
циклах	cycles
цикле	cycle
циклов	cycles
циклом	cycle
циклон	cyclone
циклона	cyclone
циклонам	cyclones
циклонами	cyclones
циклонах	cyclones
циклоне	cyclone
циклонов	cyclones
циклоном	cyclone
циклону	cyclone
циклоны	cyclones
циклу	cycle
циклы	cycles
цилиндр	cylinder
цилиндра	cylinder
цилиндрам	cylinders
цилиндрами	cylinders
цилиндрах	cylinders
цилиндре	cylinder
цилиндрическая	cylindrical
цилиндрически	cylindrical
цилиндрические	cylindrical
цилиндрический	cylindrical
цилиндрическим	cylindrical
цилиндрическими	cylindrical
цилиндрических	cylindrical
цилиндрического	cylindrical
цилиндрическое	cylindrical
цилиндрической	cylindrical
цилиндрическом	cylindrical
цилиндрическому	cylindrical
цилиндрическою	cylindrical
цилиндрическую	cylindrical
цилиндров	cylinders
цилиндром	cylinder
цилиндру	cylinder
цилиндры	cylinders
цинизм	cynicism
цинизма	cynicism
цинизме	cynicism
цинизмом	cynicism
цинизму	cynicism
цинк	zinc
цинка	zinc
цинкам	zincs
цинками	zincs
цинках	zincs
цинке	zinc
цинки	zincs
цинком	zinc
